sender_upi_id,income_stability,txn_freq_norm,network_centrality,nsf_frequency,time_to_zero_norm,debt_to_income,affordability_index,bill_payment_latency,default
abigailford@upi,0.9022639535852811,0.08,0.16,1.0,0.5,0.06820964947491662,0.8422876361251647,1.8871746461429337,0
abigailgray@oksbi,0.8749221259155242,0.07,0.14,0.0,0.0,0.02602063719411181,0.9245759614096459,-0.3257014964220617,0
abigailhughes@ibl,0.7295664073864984,0.06,0.12,0.0,0.0,0.37955421490133334,0.4420544602900091,9.46966761552857,1
abigailjohnson@okaxis,0.682799574703907,0.09,0.18,0.0,0.0,0.38625281322982374,0.433878263066069,3.8976165076873075,1
abigaillozano@okaxis,0.2562206190538268,0.09,0.18,0.0,0.0,0.3233589392465845,0.5493663184465062,12.244693092809293,1
abigailmueller@ibl,1.1817544762356496,0.08,0.16,0.0,0.0,0.12184550766934828,0.6539058745919466,5.022040770357086,1
adamalexander@okaxis,0.3699195664253456,0.04,0.08,0.0,0.0,0.039068845602553554,0.8336225202669629,-9.062754089599055,0
adambishop@okaxis,0.3475066443506854,0.06,0.12,0.0,0.0,0.2736932106048628,0.7082977731991528,8.280208032292773,0
adambrown@oksbi,0.8719789061392235,0.12,0.24,0.0,0.0,0.17606099749584053,0.6735239273065136,-4.547758112349774,0
adamburgess@upi,0.6700486942164766,0.13,0.26,0.0,0.0,0.048815293937911536,0.9069404571163897,4.152668336056696,0
adamclayton@ibl,0.8808231464555296,0.11,0.22,0.0,0.0,0.19807076404450807,0.5614084144642665,-0.8734202883192244,1
adamcole@oksbi,0.38453731093509974,0.04,0.08,0.0,0.0,0.013755408446087358,0.7402302108005157,13.713555172320932,0
adamconley@oksbi,0.4480151327007041,0.1,0.2,0.0,0.0,0.3637281608315128,0.45119757987685716,10.197989637150677,0
adamdavis@upi,1.2384023228303753,0.08,0.16,1.0,0.3333333333333333,0.10351199264000677,0.7157956087462214,-0.7091032085087909,1
adamdavis@ybl,0.8348643402744623,0.13,0.26,1.0,0.3333333333333333,0.2650089137415928,0.714747137621752,2.363211659394441,0
adamfitzgerald@upi,0.9946271508003213,0.07,0.14,0.0,0.0,0.12468443043576438,0.638180009681518,4.222990348246087,1
adamhall@okaxis,0.2565740632353664,0.03,0.06,0.0,0.0,0.20802720847112433,0.6984589671796699,7.317070357808052,0
adamharris@ybl,0.6115723718126334,0.12,0.24,0.0,0.0,0.21868411173731186,0.6527494069999132,3.1457595616250633,0
adamharrison@oksbi,0.37140503728537333,0.09,0.18,0.0,0.0,0.07394178221021082,0.9089636125116085,-2.124474496904334,0
adamhenry@okaxis,0.721473092792211,0.12,0.24,0.0,0.0,0.38783385110582347,0.45101692572174834,-0.5877931960002645,1
adamjackson@upi,0.3905569739641844,0.06,0.12,0.0,0.0,0.31005312934444584,0.5268491950426388,2.977591018116043,0
adamkirby@ybl,0.8802239591125814,0.11,0.22,0.0,0.0,0.37579957662567565,0.44247232915640855,9.172284893823456,1
adamlane@oksbi,1.1435663389680917,0.09,0.18,0.0,0.0,0.35793094017105953,0.5330332612074942,5.13918930268022,1
adamlopez@upi,0.17974928504833884,0.08,0.16,0.0,0.0,0.23915999152443407,0.596003921630765,-0.8670746330750791,0
adammartinez@ibl,0.5927096546358193,0.08,0.16,0.0,0.0,0.36874969400924673,0.6066137302789584,6.24186388854895,0
adammurphy@ybl,0.5556604534605948,0.12,0.24,0.0,0.0,0.0353970008207678,0.8502804162464059,1.065075805609201,0
adamnelson@oksbi,0.46819552637624545,0.11,0.22,0.0,0.0,0.07839314496765809,0.8149098686417223,7.452040025934206,0
adamnewman@ybl,1.2402433718776251,0.12,0.24,0.0,0.0,0.018090915564215226,0.8440227427179453,15.635052091643026,1
adampeterson@ybl,0.40980229890306535,0.1,0.2,0.0,0.0,0.13013213230530574,0.632876804484067,1.2058681452822524,0
adampetersonmd@ybl,0.17860998859477625,0.07,0.14,0.0,0.0,0.15547091587579281,0.7039197253023654,7.008025798631855,0
adamreese@ybl,1.2012591452147132,0.08,0.16,0.0,0.0,0.10853961270955836,0.8913280561582173,-0.7269666601886486,1
adamrichards@ibl,0.49109986845097414,0.12,0.24,0.0,0.0,0.3314950036607718,0.6354599836432892,2.438681164043512,1
adamrichardson@ybl,1.022559509632869,0.06,0.12,0.0,0.0,0.1427013306774357,0.8298974459952946,3.1478114343605066,1
adamrichardsphd@oksbi,0.19191003308282148,0.05,0.1,0.0,0.0,0.11237380387495231,0.840553521829886,2.0315816997780973,0
adamsmith@ybl,0.4432621703403718,0.09,0.18,0.0,0.0,0.2170784332632994,0.5722471659337467,15.31506844387512,1
adamstanley@okaxis,0.8306307232525245,0.07,0.14,1.0,0.5,0.05636968998990506,0.7249293369553929,1.467034626608088,0
adamtrevino@ibl,0.9131906962195963,0.09,0.18,0.0,0.0,0.32087879230161587,0.47602083928062233,5.93425769392434,1
adamvargas@okaxis,0.5611779515170056,0.06,0.12,0.0,0.0,0.02982025747190833,0.7674636322123386,-6.650434346617162,0
adamweaver@oksbi,0.7070715543195705,0.07,0.14,0.0,0.0,0.3947547746402069,0.44339189126453854,5.159982816848052,0
adamwilliams@ibl,1.1454979836003165,0.05,0.1,0.0,0.0,0.308897907718663,0.5817960056433209,8.710272961761234,1
adamwilliams@okaxis,0.5487607796187765,0.04,0.08,0.0,0.0,0.07948627261366897,0.8313511536973041,0.36201328710474545,0
adamwood@ibl,0.95704328294591,0.09,0.18,0.0,0.0,0.00220884684944096,0.9602259012370851,-9.551110705202063,0
adamwoodard@ibl,0.5115895094036887,0.09,0.18,0.0,0.0,0.3261845713819337,0.6231210255997673,2.8067411558633744,0
adamzimmerman@ybl,0.3183452076493332,0.08,0.16,0.0,0.0,0.28274293753904683,0.7040420879115434,3.08591925192764,0
adrianalynch@upi,0.8152578648906781,0.12,0.24,0.0,0.0,0.29160286721639495,0.5073324112615929,6.62037525372152,1
adrianamiller@okaxis,0.6751341949468016,0.09,0.18,0.0,0.0,0.3085081386743783,0.48657098004678234,13.05451517706717,1
adrianapreston@upi,0.630095832044326,0.13,0.26,0.0,0.0,0.029617860693636144,0.8717927056272206,1.0997317469984662,0
adrianbell@ybl,0.3216385966653944,0.08,0.16,0.0,0.0,0.14338629141770906,0.6739885683699144,-1.281440618301402,0
adriancarroll@ibl,0.9486906673558052,0.07,0.14,1.0,0.5,0.04634762381005189,0.7400822172457147,-2.8345890068572164,0
adriandavis@ibl,0.7562971523850455,0.05,0.1,0.0,0.0,0.34524137035023744,0.5233263935869905,3.9903930851579967,0
adriangarcia@ybl,0.6506217202153007,0.13,0.26,0.0,0.0,0.24931925073102318,0.5862357365548206,5.39677129409251,1
adrianhernandez@upi,0.458999492567174,0.12,0.24,0.0,0.0,0.13235920994105968,0.7404714793297825,0.2717230281870777,0
adriannelson@oksbi,0.7378618485767611,0.14,0.28,0.0,0.0,0.025423340114409457,0.8108911829847706,6.893413728628948,0
adrianparker@ibl,0.3993013666425685,0.07,0.14,0.0,0.0,0.12439292868626489,0.7475307688581508,5.326920384095878,0
adrianpitts@upi,0.679906255382001,0.08,0.16,0.0,0.0,0.13007332881069883,0.784512123647403,3.216158448224452,0
adriansingleton@oksbi,1.0520961715800317,0.03,0.06,0.0,0.0,0.2918424713352256,0.5779550854164653,-1.5120736037206273,1
adriansmith@upi,0.848270933469326,0.05,0.1,0.0,0.0,0.25502298854208527,0.5776494429376097,0.5906784225763846,1
adriennedrake@ibl,0.8613218329110779,0.06,0.12,0.0,0.0,0.3548850970305306,0.4837459650316828,-9.148776488412725,1
adriennejones@okaxis,0.7529350136300086,0.13,0.26,0.0,0.0,0.18888597006477972,0.6528188293903054,4.178935320990169,0
aimeemontoya@ibl,0.8164514445641555,0.07,0.14,0.0,0.0,0.04783769837532068,0.8784096593864212,3.131706443737176,1
alanfoster@upi,0.23705432005998556,0.07,0.14,0.0,0.0,0.28529791488919803,0.6625370326986362,3.942394955447432,0
alankelly@upi,0.4185630297039244,0.06,0.12,0.0,0.0,0.304314019446759,0.6261672047487616,5.521595077822801,0
alanmiller@ibl,0.8647097430722249,0.07,0.14,0.0,0.0,0.2245108790277985,0.597288275865978,4.929107432161115,0
alanrodriguez@ibl,0.9479543356797002,0.14,0.28,0.0,0.0,0.3083868719818244,0.6061476400247329,2.448084096769824,0
alanruiz@upi,0.36269663993853773,0.11,0.22,0.0,0.0,0.19751823854575631,0.6991276464777451,3.2433402158137623,0
alanspencer@upi,1.1181133584930212,0.07,0.14,0.0,0.0,0.20909313175279765,0.6685376464165242,-4.021582083480848,0
alanstewart@upi,0.7294397891052661,0.06,0.12,0.0,0.0,0.17101640734341986,0.7170655816650421,0.08139677155287073,1
alanvillarreal@ybl,1.1140428417322792,0.1,0.2,0.0,0.0,0.010167650697638076,0.8389197276880874,3.2523552684173067,0
albertbennett@ibl,0.448287706600156,0.06,0.12,0.0,0.0,0.04315657079732178,0.8321063629555251,-0.6792678795618028,0
albertrobertson@ibl,0.6137217762173208,0.11,0.22,0.0,0.0,0.012571674274693702,0.9031530820531228,7.300753979362732,0
albertsmith@upi,0.7776282594411671,0.1,0.2,0.0,0.0,0.25456416450551217,0.5463213202528056,-0.2931604047751524,0
alecanderson@ibl,0.4745121367000406,0.05,0.1,0.0,0.0,0.12574239243053068,0.8085901302925094,4.0815270562415815,0
alecbird@upi,0.6525119987737849,0.1,0.2,0.0,0.0,0.20342827646588113,0.5900731259173493,3.5828282840766796,0
alejandrafoster@okaxis,0.679094382802945,0.1,0.2,0.0,0.0,0.3630265895704372,0.45861346631395944,6.731387968052049,1
alejandranolan@okaxis,0.4584759521729359,0.06,0.12,0.0,0.0,0.09971689165954999,0.8938225920081452,7.50395587014151,0
alejandrarodgers@ybl,0.2614546011195206,0.05,0.1,0.0,0.0,0.1641531692142519,0.8250623426795454,6.470163054839697,0
alejandrocole@ibl,0.7114904639407116,0.05,0.1,0.0,0.0,0.3022204554172195,0.5010970966493814,-7.530031006915667,0
alejandromartin@upi,0.7717155615790388,0.08,0.16,0.0,0.0,0.09151926619664899,0.756742677193956,8.970740740065633,1
alejandromoody@upi,0.4650005559419588,0.09,0.18,0.0,0.0,0.0307919639315172,0.7325986525111041,10.63654112097299,0
alexalee@ibl,0.5267048955080713,0.11,0.22,0.0,0.0,0.11590058116550722,0.7475975356313926,0.5893785783926528,0
alexallen@ybl,0.46652561884311206,0.08,0.16,0.0,0.0,0.06448851490160178,0.8878501432169101,4.183234563364249,0
alexamcbride@ybl,0.021794690937705943,0.02,0.04,0.0,0.0,0.37187906093702927,0.6188144055348259,-1.4541584006539097,0
alexanderallen@okaxis,0.6229651715909652,0.06,0.12,0.0,0.0,0.3232481518257668,0.602495790351785,-6.7418925336607565,0
alexanderbanks@ibl,0.4454529421672899,0.1,0.2,0.0,0.0,0.2533615026041694,0.6019188268531515,-0.6935763277119316,0
alexanderchase@okaxis,0.6856251167947415,0.1,0.2,0.0,0.0,0.3485842360750871,0.5738957700193809,0.2993048026819487,0
alexandercole@upi,0.4972791592336135,0.11,0.22,0.0,0.0,0.32146883075964583,0.5384826017797333,1.2257463432409226,0
alexanderday@ibl,0.6736959860142675,0.06,0.12,0.0,0.0,0.07462802355441434,0.9003379737320147,-1.7945704500299398,1
alexandergarcia@oksbi,0.3648084224464797,0.1,0.2,0.0,0.0,0.35702359939599115,0.6179775674783622,-0.6671258340861943,0
alexandergrant@ibl,0.8261180976032325,0.12,0.24,0.0,0.0,0.2157368967662603,0.6803243417029965,2.9449683918579614,1
alexanderguerra@oksbi,1.0617541149206229,0.03,0.06,0.0,0.0,0.322976062065625,0.5398857487723502,-0.85113491555071,1
alexanderjohnson@okaxis,0.6271775748464112,0.05,0.1,0.0,0.0,0.3584365199693973,0.5055628664030414,5.7176216627501395,1
alexanderjohnson@upi,0.2311480460864448,0.05,0.1,0.0,0.0,0.12720138998874556,0.6197091808062599,6.408303256987198,0
alexanderjones@oksbi,0.30595085042367326,0.09,0.18,0.0,0.0,0.044020769811070705,0.9031577978728222,14.901938730822447,0
alexanderlarson@upi,0.36834925837801624,0.07,0.14,0.0,0.0,0.09117406501677668,0.7589741378955337,8.62839966061731,0
alexandermeadowsdds@ibl,0.8121053790414542,0.12,0.24,0.0,0.0,0.17084311545050254,0.6612856809776937,4.215515291642072,0
alexandermoore@upi,0.7053924743748585,0.07,0.14,0.0,0.0,0.32720590636899727,0.56604394482897,-0.1013214833383933,0
alexanderpotter@upi,0.8370388816583075,0.1,0.2,0.0,0.0,0.3442922333025374,0.6200512944576404,4.468736758369994,1
alexanderreid@upi,0.800346157573844,0.1,0.2,0.0,0.0,0.0027808522124762817,0.73533370565496,4.632979799581781,1
alexanderroberts@upi,0.5566216316124412,0.07,0.14,0.0,0.0,0.20429892103102631,0.7617220938467486,0.4334345549716958,0
alexanderrogers@okaxis,0.299686274393776,0.08,0.16,0.0,0.0,0.16696440125951162,0.8074219620671517,6.918656983764388,0
alexanderryan@upi,0.3600478447675297,0.07,0.14,0.0,0.0,0.0888431241882921,0.8965896409187435,-3.9904900734093767,0
alexanderschultz@ybl,0.4118248649739176,0.06,0.12,0.0,0.0,0.04794614693347313,0.7799666895666612,1.7780008223124473,0
alexandertucker@upi,0.6072117123001525,0.07,0.14,0.0,0.0,0.13504606856145118,0.6618126858509459,5.779292296587034,0
alexanderwest@ibl,0.42986256990969657,0.11,0.22,0.0,0.0,0.3771638815650077,0.5058003820232962,1.562079262039515,0
alexanderwiggins@upi,0.0,0.01,0.02,0.0,0.0,0.1292811728083021,0.6964650280307496,1.9662279828536438,0
alexandraallen@ybl,0.923642925441099,0.07,0.14,0.0,0.0,0.20751624869734644,0.5966183599279292,2.3110706940385977,1
alexandrabauer@okaxis,0.6499246998689343,0.06,0.12,0.0,0.0,0.28120758355807113,0.6341042946774178,-1.178006203438728,0
alexandracochran@ibl,0.4135915954365804,0.1,0.2,0.0,0.0,0.1454518409517176,0.7203732010099723,8.86950465787104,1
alexandrafarmer@okaxis,0.4621996577918333,0.09,0.18,0.0,0.0,0.3887128330883843,0.5866585889352254,-2.090188359614075,1
alexandragonzalez@oksbi,0.5840491408483419,0.08,0.16,0.0,0.0,0.3849789179768445,0.43643917809562427,4.590796637049426,1
alexandrahansen@oksbi,0.16159355370616105,0.08,0.16,0.0,0.0,0.10071291833014567,0.8032075900344581,5.068239491411868,0
alexandrahodges@upi,0.4557436316249019,0.08,0.16,0.0,0.0,0.1988994023569542,0.7441300591141431,-1.743109506044834,0
alexandrajordan@ibl,0.3792427402208482,0.03,0.06,0.0,0.0,0.12035132392670787,0.8161784797758868,3.3655212719037166,0
alexandramyers@ibl,0.6031019571382382,0.03,0.06,0.0,0.0,0.11393619775098705,0.8557800820818674,-1.5481608637235107,0
alexandrashah@ybl,0.32133941076141026,0.04,0.08,0.0,0.0,0.014754778941813118,0.9051547580746075,9.955212375279727,0
alexandrawagner@oksbi,0.2795057719260767,0.06,0.12,0.0,0.0,0.24382573359195875,0.7397978143053628,-2.693914684881065,0
alexandriaespinoza@ibl,0.7350465973293014,0.09,0.18,0.0,0.0,0.2010716092915446,0.6389805140819542,-0.2694854711598218,1
alexandriahale@ybl,0.3140765277009892,0.05,0.1,0.0,0.0,0.02059150049999574,0.8334402235884733,-3.121125041777903,0
alexandriajohnson@upi,0.7681884355124996,0.08,0.16,0.0,0.0,0.11145858569464458,0.6257320991916456,-3.78849363433776,1
alexandriaknight@ibl,0.7556417448115967,0.07,0.14,0.0,0.0,0.3633063543866615,0.4470145074167786,10.956076454411466,1
alexandriashelton@ybl,0.3225510988990633,0.08,0.16,1.0,0.5,0.09582475626678898,0.6980576342853233,5.71387336956281,1
alexapratt@oksbi,0.3277315956315824,0.09,0.18,0.0,0.0,0.05795794883648924,0.687918821443942,3.70146712850272,0
alexavalenzuela@oksbi,1.2290761877356593,0.09,0.18,0.0,0.0,0.19578110411102523,0.6257332968279977,-0.2828848167346081,1
alexbush@okaxis,0.5864095269744164,0.11,0.22,0.0,0.0,0.3942601816442403,0.4561905247696527,7.538059055233842,0
alexbush@oksbi,1.024938857235432,0.08,0.16,0.0,0.0,0.09682210860460017,0.6399521207456742,-1.1211121968372648,1
alexdixon@ibl,0.5783081461858066,0.11,0.22,0.0,0.0,0.26885421896235145,0.7112522138238009,6.968196471650515,1
alexdouglas@oksbi,0.5153842354211383,0.08,0.16,0.0,0.0,0.30464784613148704,0.4884618993448019,-1.3625563830281813,0
alexedwards@ybl,0.8409144318097284,0.11,0.22,0.0,0.0,0.09505501759695988,0.8332956406284228,-0.22253850937835917,0
alexgutierrez@ibl,0.466966277367474,0.08,0.16,0.0,0.0,0.29128653944474386,0.5284481990251494,6.7914119305896055,0
alexisbutler@ibl,0.4276748956070036,0.1,0.2,0.0,0.0,0.1471132530877013,0.8304292892618915,7.319136720778836,1
alexiscook@oksbi,0.5419258607991758,0.1,0.2,1.0,0.5,0.2529223322374318,0.7230507399348085,5.987364669483806,0
alexiscrawford@ybl,1.2602401138877117,0.12,0.24,0.0,0.0,0.2534118843043579,0.6690701284026627,-2.248370578783974,1
alexiskelly@oksbi,0.7296021070389627,0.08,0.16,0.0,0.0,0.2143098736299034,0.7084334086912072,0.7663656713858562,0
alexiskemp@ybl,1.0786832339234471,0.12,0.24,0.0,0.0,0.03611590802176332,0.6762627585875846,3.784493705992567,1
alexislynn@ybl,0.572557984175098,0.07,0.14,0.0,0.0,0.3341209982356952,0.6628568898279452,-1.2464048095504578,0
alexisstephenson@ibl,0.48617852052036487,0.08,0.16,0.0,0.0,0.12831202598869434,0.8397404189275354,9.854813800646465,0
alexistaylor@oksbi,0.4352050988556374,0.05,0.1,0.0,0.0,0.0746074041599417,0.8962722192223308,-9.009734719752728,0
alexjackson@ibl,0.48576941529551304,0.1,0.2,0.0,0.0,0.01631005662190557,0.8831306267618333,-0.8936975768457645,0
alexjacksonphd@ybl,0.37784254386487376,0.08,0.16,0.0,0.0,0.23635717727529673,0.6135381949381916,0.4521674856508415,0
alexlopez@oksbi,0.6831358077864588,0.04,0.08,0.0,0.0,0.271025744736913,0.70571603621544,-10.0,0
alexnolan@oksbi,0.7808075361178841,0.08,0.16,0.0,0.0,0.006635131571142461,0.7822302103935084,-3.981145651180954,0
alexrichard@oksbi,0.34538376962359374,0.07,0.14,0.0,0.0,0.2048372233197124,0.690848125658412,6.126447562710342,0
alexrobinson@okaxis,0.3796125047330107,0.08,0.16,0.0,0.0,0.09059831007917518,0.6637898373806694,3.151418182764819,0
alexrogers@oksbi,1.316065153628764,0.1,0.2,0.0,0.0,0.25806911616378,0.7245598253420051,10.865680110214512,1
alexsimpson@oksbi,1.1792587909364434,0.08,0.16,0.0,0.0,0.06974657160199658,0.6904630601662506,10.726132229424095,1
alexsolomon@upi,0.21332585045181118,0.08,0.16,0.0,0.0,0.2763750952409864,0.5553597122194911,5.165231893019733,0
alexturner@upi,0.5294153527761654,0.11,0.22,0.0,0.5,0.15469413852021496,0.7332523256432091,4.566191245003559,0
alexwolfe@upi,0.6044408357706416,0.06,0.12,0.0,0.0,0.37469199549469384,0.5810536439196098,3.3296555428945025,0
aliceallen@oksbi,0.269942697208345,0.04,0.08,0.0,0.0,0.055008377658397306,0.8370786742579619,-10.0,0
alicehayes@okaxis,0.3799034438016724,0.1,0.2,0.0,0.0,0.1364265404201034,0.6646408275547222,-3.9727975666303763,0
alicejacobson@ybl,0.6779419200803312,0.03,0.06,0.0,0.0,0.04538940849623563,0.6684974855681293,3.5033775154946705,1
alicemata@ibl,0.4998341707563848,0.06,0.12,0.0,0.0,0.36987744731142513,0.5842150838118902,6.080128543738358,0
aliciaalexander@ibl,0.569739186445243,0.1,0.2,0.0,0.0,0.3509357413523924,0.6461838398353281,4.4483490606907035,1
aliciabaker@ybl,0.517683812355127,0.09,0.18,0.0,0.0,0.10317665108606225,0.84568104330443,-1.4623248385782883,0
aliciabryant@ibl,0.660722581029489,0.14,0.28,0.0,0.0,0.26399361841367164,0.6168189694538894,7.687031412347478,0
aliciacaldwell@oksbi,0.5231902099795287,0.08,0.16,1.0,0.5,0.32688888008048633,0.6536785219837429,10.412220143773183,0
aliciacarlson@oksbi,0.6635235017133765,0.07,0.14,0.0,0.0,0.22208032463978494,0.6401923433979605,7.689948001456699,1
aliciacase@okaxis,0.16767492130545777,0.05,0.1,0.0,0.0,0.21186023134240262,0.6758142663751584,7.947996647952354,0
aliciadillon@ybl,0.4990865183309123,0.07,0.14,0.0,0.0,0.09674091636018067,0.7615728974904049,0.2038710102239456,0
aliciafrye@oksbi,0.5029277396332349,0.06,0.12,0.0,0.0,0.03724110712235969,0.803217384236267,8.379670613503997,0
aliciagraham@oksbi,0.9354123219986777,0.09,0.18,0.0,0.0,0.35888630318133075,0.5978752137255857,3.7287931966382866,1
aliciagreen@upi,0.36644529430591355,0.11,0.22,0.0,0.0,0.3601672228653322,0.5489961478481975,5.557777642610024,0
aliciagregory@ybl,0.8718291525839472,0.15,0.3,0.0,0.0,0.2532405829093072,0.5936850399913427,4.8271592141235455,0
aliciahaney@okaxis,0.6655849036824697,0.07,0.14,0.0,0.0,0.13561191641948028,0.672016311647255,2.392564472797945,1
aliciajames@ibl,0.6606153189458186,0.06,0.12,1.0,0.3333333333333333,0.13968382984506436,0.6119637072585689,-1.3000123756115096,0
aliciajohnson@oksbi,0.8243088428809513,0.08,0.16,0.0,0.0,0.29038227154809576,0.6208860977222094,2.5893166822297684,1
aliciajones@ibl,0.956268980156041,0.09,0.18,0.0,0.0,0.35884410398103084,0.49304146241565056,7.933808087414114,1
aliciameyers@okaxis,0.9364404063177448,0.09,0.18,0.0,0.0,0.35483456970604693,0.4802870668674164,0.7926209734354521,0
aliciamiller@oksbi,0.4426561721150105,0.13,0.26,0.0,0.0,0.3119502183430496,0.6165951163155869,7.46673631304073,0
aliciamoore@ybl,0.9101303200670975,0.09,0.18,0.0,0.0,0.25681265846171514,0.6721109682822989,6.6853533530883595,1
alicianixon@ybl,0.3165044084868706,0.11,0.22,0.0,0.0,0.033655985998019534,0.8944929231220363,1.5053130149008485,0
aliciaperez@ybl,0.6813661925934448,0.14,0.28,0.0,0.0,0.06465148563784551,0.7960499306107299,9.944000518097884,0
aliciaphillips@upi,0.4970138467736998,0.07,0.14,0.0,0.0,0.3594216754108317,0.6202184275402386,1.22226664404647,0
aliciapowell@okaxis,0.4679018072329703,0.06,0.12,0.0,0.0,0.242571623863836,0.7429636346593,10.547734313063158,1
aliciastevens@upi,0.286036772275958,0.08,0.16,0.0,0.0,0.0036788206466518594,0.938745055620246,5.170634907704862,0
aliciataylor@okaxis,0.8474123924983651,0.14,0.28,0.0,0.0,0.04058861714641285,0.8545266544493715,2.920670407732432,0
aliciawilson@ybl,0.46337501543677995,0.08,0.16,0.0,0.0,0.2654007076432223,0.5811534639243483,-1.439006901688269,0
alishasmith@okaxis,0.7822085922825431,0.08,0.16,0.0,0.0,0.0020246335384874747,0.9928692020326856,2.5586988493247933,0
alisoncalderon@ibl,0.9164905142702521,0.11,0.22,0.0,0.0,0.06432322056699946,0.7319245994163782,1.9812024325278985,0
alisonthomas@okaxis,0.6558449079990665,0.09,0.18,0.0,0.0,0.21949351574663445,0.5938070514850639,-3.2914819262545274,0
allenalvarado@upi,0.7319749860377591,0.09,0.18,0.0,0.0,0.27675807907707733,0.6022046618257401,1.9119228864116644,0
allenbryan@upi,0.5167165399384337,0.11,0.22,0.0,0.0,0.26078450380104023,0.5300560765442889,-1.019015900485429,0
allencarter@upi,0.795250021367803,0.07,0.14,0.0,0.0,0.08970772378422393,0.9044193794042298,5.929958844893909,1
allenchen@okaxis,0.6170025850772567,0.07,0.14,0.0,0.0,0.28487168853901434,0.626831466704808,9.531402378641015,0
